incident_id,timestamp,attack_type,severity,source_ip,destination_ip,country,mitre_technique,status
INC06226,2024-07-09 21:22:00,Malware,2,201.129.86.37,10.0.141.197,Japan,T1204,Investigating
INC06227,2024-07-05 08:35:00,Ransomware,7,91.56.151.101,10.0.192.69,Brazil,T1566,Open
INC06228,2024-04-13 10:42:00,Phishing,2,157.116.80.106,10.0.114.90,Russia,T1204,Resolved
INC06229,2024-04-03 21:11:00,Insider Threat,2,177.70.230.172,10.0.203.118,Brazil,T1055,Resolved
INC06230,2024-06-06 09:13:00,Phishing,3,249.41.7.152,10.0.29.111,China,T1110,Investigating
INC06231,2024-08-26 10:34:00,Phishing,1,1.54.246.72,10.0.40.2,China,T1081,Open
INC06232,2024-02-06 10:36:00,DDoS,10,106.108.179.121,10.0.202.182,Russia,T1499,Resolved
INC06233,2024-07-31 22:33:00,Ransomware,8,212.30.174.220,10.0.96.106,China,T1110,Resolved
INC06234,2024-04-23 16:08:00,Brute Force,1,60.217.212.58,10.0.185.142,Germany,T1081,Investigating
INC06235,2024-12-20 22:55:00,Insider Threat,6,128.21.89.108,10.0.61.95,Russia,T1566,Open
INC06236,2024-02-21 02:32:00,Brute Force,10,251.17.49.16,10.0.247.129,Brazil,T1059,Open
INC06237,2024-01-31 20:38:00,Ransomware,9,32.146.253.89,10.0.63.137,Japan,T1566,Investigating
INC06238,2024-11-23 14:57:00,Malware,2,10.111.208.47,10.0.2.46,UK,T1566,Investigating
INC06239,2024-01-31 05:14:00,DDoS,10,33.159.122.17,10.0.185.107,Russia,T1110,Resolved
INC06240,2024-09-17 11:58:00,Ransomware,5,205.44.132.34,10.0.240.87,UK,T1055,Open
INC06241,2024-10-13 00:29:00,Insider Threat,2,169.189.197.112,10.0.102.72,Japan,T1566,Open
INC06242,2024-04-02 02:59:00,Malware,9,148.74.29.72,10.0.44.150,Brazil,T1081,Investigating
INC06243,2024-01-23 10:38:00,Malware,2,92.185.47.124,10.0.178.153,China,T1059,Investigating
INC06244,2024-11-17 09:02:00,Brute Force,1,93.126.45.174,10.0.133.3,India,T1204,Investigating
INC06245,2024-12-13 14:27:00,Insider Threat,2,38.23.28.191,10.0.0.61,Brazil,T1566,Open
INC06246,2024-02-24 07:45:00,Phishing,2,23.25.41.45,10.0.138.224,Japan,T1110,Open
INC06247,2024-01-14 05:29:00,Malware,7,226.149.89.32,10.0.208.55,China,T1110,Resolved
INC06248,2024-08-29 22:45:00,Insider Threat,8,206.2.150.249,10.0.52.238,France,T1499,Resolved
INC06249,2024-07-27 16:50:00,Brute Force,7,213.47.41.46,10.0.77.24,Canada,T1566,Open
INC06250,2024-06-23 21:09:00,Ransomware,9,249.152.2.21,10.0.247.223,China,T1055,Investigating
INC06251,2024-06-10 01:39:00,Insider Threat,5,199.94.30.91,10.0.173.135,UK,T1499,Resolved
INC06252,2024-12-12 19:55:00,DDoS,1,17.2.203.251,10.0.2.209,USA,T1204,Investigating
INC06253,2024-07-08 22:26:00,Insider Threat,5,92.47.3.162,10.0.232.160,China,T1059,Resolved
INC06254,2024-06-18 09:10:00,Brute Force,1,25.250.127.131,10.0.37.219,Germany,T1110,Resolved
INC06255,2024-04-23 22:39:00,DDoS,1,149.136.189.138,10.0.16.204,France,T1204,Investigating
INC06256,2024-11-05 11:45:00,Insider Threat,6,189.144.94.50,10.0.134.37,Brazil,T1081,Investigating
INC06257,2024-04-03 17:21:00,DDoS,10,81.193.66.250,10.0.13.194,Germany,T1059,Investigating
INC06258,2024-05-30 08:59:00,Brute Force,9,105.109.124.40,10.0.1.16,Canada,T1059,Resolved
INC06259,2024-11-26 00:37:00,Brute Force,1,89.171.80.78,10.0.228.230,Canada,T1566,Resolved
INC06260,2024-11-06 06:50:00,DDoS,2,230.155.41.221,10.0.108.240,France,T1499,Resolved
INC06261,2024-10-17 02:54:00,Insider Threat,8,245.77.110.61,10.0.156.129,UK,T1055,Investigating
INC06262,2024-01-30 11:09:00,Malware,5,80.60.32.254,10.0.119.163,India,T1204,Investigating
INC06263,2024-10-27 10:53:00,DDoS,7,40.199.173.59,10.0.202.22,Canada,T1059,Resolved
INC06264,2024-06-08 03:44:00,Phishing,5,198.58.12.114,10.0.2.237,Canada,T1566,Investigating
INC06265,2024-05-02 23:14:00,Ransomware,6,90.133.159.42,10.0.50.124,Germany,T1081,Open
INC06266,2024-11-22 11:17:00,Brute Force,10,51.122.12.150,10.0.140.69,Canada,T1055,Investigating
INC06267,2024-08-11 08:49:00,Brute Force,7,210.24.126.6,10.0.47.35,Germany,T1081,Resolved
INC06268,2024-11-03 22:26:00,DDoS,5,170.136.222.91,10.0.222.61,Brazil,T1110,Open
INC06269,2024-04-07 06:45:00,Malware,3,63.66.119.247,10.0.243.197,Canada,T1110,Resolved
INC06270,2024-01-20 02:51:00,Insider Threat,4,248.160.80.205,10.0.11.127,China,T1499,Investigating
INC06271,2024-02-27 20:23:00,Insider Threat,6,23.217.150.215,10.0.144.246,France,T1110,Resolved
INC06272,2024-12-28 03:14:00,Ransomware,6,130.228.79.231,10.0.130.27,Canada,T1110,Investigating
INC06273,2024-06-17 16:12:00,Ransomware,9,221.2.110.235,10.0.109.130,UK,T1081,Open
INC06274,2024-01-13 06:18:00,DDoS,10,131.0.224.168,10.0.231.23,Japan,T1110,Resolved
INC06275,2024-08-01 09:49:00,Malware,7,95.142.134.8,10.0.170.19,USA,T1499,Resolved
INC06276,2024-07-12 23:31:00,Ransomware,7,79.242.173.82,10.0.214.149,Canada,T1055,Resolved
INC06277,2024-05-29 17:46:00,Ransomware,6,154.114.249.251,10.0.198.222,China,T1110,Open
INC06278,2024-05-04 22:07:00,Ransomware,1,201.107.108.204,10.0.208.205,China,T1499,Resolved
INC06279,2024-08-19 22:22:00,Phishing,4,175.15.12.252,10.0.48.255,India,T1499,Investigating
INC06280,2024-11-25 10:13:00,Brute Force,2,249.206.16.101,10.0.49.33,UK,T1566,Resolved
INC06281,2024-08-17 16:59:00,Phishing,2,20.249.209.179,10.0.249.37,Germany,T1081,Resolved
INC06282,2024-11-25 23:35:00,Ransomware,7,181.193.17.25,10.0.52.97,USA,T1204,Investigating
INC06283,2024-10-01 15:13:00,Ransomware,2,87.126.96.63,10.0.219.49,Brazil,T1059,Open
INC06284,2024-08-03 23:38:00,Insider Threat,10,193.146.54.51,10.0.172.70,Brazil,T1499,Investigating
INC06285,2024-04-24 18:26:00,Insider Threat,6,78.167.166.158,10.0.199.9,Russia,T1059,Investigating
INC06286,2024-03-08 13:45:00,DDoS,6,108.220.174.132,10.0.75.12,Japan,T1204,Investigating
INC06287,2024-08-07 04:24:00,Malware,2,192.187.14.65,10.0.116.241,UK,T1499,Open
INC06288,2024-01-10 05:47:00,Phishing,7,107.39.242.78,10.0.156.137,Brazil,T1059,Open
INC06289,2024-05-22 06:14:00,Insider Threat,1,207.48.87.221,10.0.39.139,UK,T1499,Open
INC06290,2024-11-11 08:49:00,Phishing,10,141.156.148.86,10.0.135.249,China,T1110,Resolved
INC06291,2024-07-19 12:05:00,Insider Threat,10,101.242.96.160,10.0.233.59,France,T1055,Resolved
INC06292,2024-08-18 15:57:00,Brute Force,4,42.218.253.1,10.0.46.126,China,T1204,Investigating
INC06293,2024-11-11 05:36:00,Malware,5,146.217.194.213,10.0.170.217,Germany,T1081,Open
INC06294,2024-08-31 09:34:00,Ransomware,9,159.130.61.195,10.0.91.98,Japan,T1204,Investigating
INC06295,2024-04-01 23:31:00,Insider Threat,1,132.7.179.124,10.0.89.193,Russia,T1055,Investigating
INC06296,2024-06-06 00:34:00,Phishing,9,238.112.138.145,10.0.101.189,Germany,T1204,Open
INC06297,2024-10-27 23:28:00,DDoS,1,154.159.221.86,10.0.141.246,USA,T1055,Investigating
INC06298,2024-10-10 16:06:00,Malware,1,84.164.156.237,10.0.61.68,USA,T1499,Resolved
INC06299,2024-06-01 06:08:00,Brute Force,5,56.102.208.160,10.0.118.110,China,T1081,Resolved
INC06300,2024-02-17 11:37:00,Malware,6,139.8.72.13,10.0.193.96,Brazil,T1110,Resolved
INC06301,2024-07-03 21:06:00,Ransomware,1,125.79.225.52,10.0.47.90,China,T1081,Open
INC06302,2024-08-10 06:44:00,Insider Threat,7,66.249.68.173,10.0.76.5,Japan,T1081,Resolved
INC06303,2024-06-25 14:31:00,Malware,6,96.125.191.131,10.0.40.201,China,T1081,Resolved
INC06304,2024-06-06 23:42:00,Malware,2,120.134.42.171,10.0.9.219,Russia,T1081,Open
INC06305,2024-08-08 03:16:00,Insider Threat,3,61.38.159.183,10.0.204.191,Russia,T1081,Investigating
INC06306,2024-05-28 09:06:00,Ransomware,1,81.190.193.71,10.0.214.58,UK,T1055,Resolved
INC06307,2024-11-20 20:41:00,Phishing,8,203.141.145.231,10.0.215.121,Germany,T1499,Open
INC06308,2024-09-03 16:08:00,Ransomware,5,235.253.220.166,10.0.97.22,USA,T1059,Open
INC06309,2024-03-03 00:30:00,Phishing,4,237.175.18.55,10.0.19.98,Brazil,T1081,Investigating
INC06310,2024-12-09 17:31:00,Ransomware,9,10.190.102.143,10.0.249.19,UK,T1110,Investigating
INC06311,2024-11-06 23:21:00,DDoS,6,31.125.86.77,10.0.143.239,Canada,T1081,Resolved
INC06312,2024-03-15 03:26:00,DDoS,2,143.169.154.163,10.0.148.171,USA,T1055,Open
INC06313,2024-08-03 20:07:00,Malware,6,28.173.160.191,10.0.162.78,Japan,T1566,Investigating
INC06314,2024-04-11 01:06:00,Phishing,4,210.234.155.133,10.0.202.92,France,T1055,Resolved
INC06315,2024-04-08 09:36:00,Brute Force,2,40.97.127.187,10.0.254.123,France,T1566,Open
INC06316,2024-12-07 09:44:00,Brute Force,8,75.251.24.154,10.0.134.116,UK,T1081,Open
INC06317,2024-11-29 01:26:00,DDoS,4,234.20.194.154,10.0.167.107,China,T1081,Resolved
INC06318,2024-08-15 14:02:00,Malware,9,58.17.69.188,10.0.102.14,Germany,T1499,Open
INC06319,2024-11-16 03:45:00,DDoS,7,236.36.228.134,10.0.180.28,Canada,T1499,Open
INC06320,2024-06-22 19:11:00,Ransomware,3,66.176.235.104,10.0.14.86,India,T1055,Investigating
INC06321,2024-10-12 00:58:00,Insider Threat,3,215.111.107.234,10.0.60.179,Canada,T1059,Open
INC06322,2024-08-01 20:40:00,DDoS,10,22.204.243.181,10.0.119.103,Canada,T1059,Resolved
INC06323,2024-04-12 08:16:00,DDoS,4,163.204.200.107,10.0.70.11,France,T1110,Investigating
INC06324,2024-08-18 06:59:00,Insider Threat,8,254.224.43.61,10.0.113.73,Brazil,T1059,Open
INC06325,2024-04-15 12:28:00,Malware,5,11.60.40.53,10.0.124.95,Russia,T1204,Resolved
INC06326,2024-11-11 09:01:00,Insider Threat,7,40.113.193.197,10.0.134.169,Russia,T1055,Resolved
INC06327,2024-01-08 16:47:00,Ransomware,4,51.252.126.57,10.0.3.132,Germany,T1499,Open
INC06328,2024-03-25 05:24:00,Insider Threat,8,245.26.16.133,10.0.175.55,China,T1059,Resolved
INC06329,2024-04-08 06:53:00,Insider Threat,5,154.242.122.10,10.0.130.160,Canada,T1566,Open
INC06330,2024-12-17 10:43:00,Brute Force,10,128.129.65.54,10.0.117.92,Germany,T1055,Investigating
INC06331,2024-06-18 03:22:00,Phishing,7,107.222.75.89,10.0.230.41,India,T1081,Investigating
INC06332,2024-08-16 17:54:00,Malware,7,240.132.40.94,10.0.145.239,Russia,T1081,Open
INC06333,2024-05-04 00:39:00,Ransomware,3,40.54.132.3,10.0.117.43,India,T1059,Investigating
INC06334,2024-02-09 11:40:00,Malware,3,155.108.80.197,10.0.90.24,Japan,T1110,Investigating
INC06335,2024-06-12 08:48:00,Phishing,8,4.249.91.246,10.0.100.180,Canada,T1566,Resolved
INC06336,2024-11-04 08:06:00,Insider Threat,9,215.26.74.168,10.0.128.102,Russia,T1204,Resolved
INC06337,2024-07-10 07:09:00,Ransomware,5,239.156.223.122,10.0.179.125,China,T1059,Resolved
INC06338,2024-04-05 12:43:00,Insider Threat,7,197.49.55.81,10.0.141.149,USA,T1499,Open
INC06339,2024-02-19 04:23:00,DDoS,1,196.14.128.237,10.0.55.77,India,T1566,Investigating
INC06340,2024-11-04 05:20:00,Insider Threat,7,16.43.253.154,10.0.189.175,China,T1204,Open
INC06341,2024-03-03 13:41:00,DDoS,1,242.26.165.254,10.0.143.55,USA,T1059,Open
INC06342,2024-11-19 01:12:00,DDoS,2,126.202.203.16,10.0.26.98,Russia,T1055,Investigating
INC06343,2024-10-10 04:47:00,Ransomware,7,150.31.60.198,10.0.116.15,Russia,T1055,Open
INC06344,2024-08-31 03:32:00,DDoS,9,16.16.13.138,10.0.149.228,Canada,T1499,Resolved
INC06345,2024-05-31 09:58:00,Malware,2,114.228.210.194,10.0.186.169,China,T1204,Investigating
INC06346,2024-05-06 05:38:00,Malware,4,170.8.143.96,10.0.133.123,Japan,T1081,Resolved
INC06347,2024-01-25 22:22:00,Phishing,9,212.155.18.38,10.0.170.121,Germany,T1055,Resolved
INC06348,2024-11-01 11:31:00,Malware,7,13.18.224.86,10.0.71.193,India,T1566,Resolved
INC06349,2024-05-06 21:06:00,Malware,4,205.179.97.129,10.0.6.49,USA,T1059,Investigating
INC06350,2024-11-03 20:16:00,Malware,4,105.118.115.32,10.0.85.249,Brazil,T1059,Investigating
INC06351,2024-01-14 06:46:00,Ransomware,9,222.125.81.155,10.0.185.93,USA,T1110,Resolved
INC06352,2024-02-14 20:46:00,Insider Threat,4,48.200.17.44,10.0.187.6,Brazil,T1499,Resolved
INC06353,2024-10-10 05:53:00,Malware,6,156.2.134.220,10.0.50.128,USA,T1499,Resolved
INC06354,2024-05-06 01:51:00,DDoS,1,79.71.85.5,10.0.203.174,Germany,T1055,Open
INC06355,2024-09-06 14:16:00,DDoS,4,46.82.232.73,10.0.196.203,Canada,T1081,Investigating
INC06356,2024-09-07 09:54:00,DDoS,7,150.70.105.149,10.0.131.127,Canada,T1566,Resolved
INC06357,2024-06-23 13:25:00,Brute Force,7,155.9.107.227,10.0.184.50,Canada,T1499,Resolved
INC06358,2024-09-13 19:56:00,Brute Force,4,106.13.159.19,10.0.235.155,China,T1055,Open
INC06359,2024-10-07 13:00:00,Phishing,10,36.19.131.122,10.0.212.106,Japan,T1059,Investigating
INC06360,2024-04-20 13:42:00,Phishing,8,237.102.52.102,10.0.238.115,Japan,T1059,Resolved
INC06361,2024-03-16 19:32:00,Phishing,2,9.105.74.210,10.0.222.112,UK,T1081,Resolved
INC06362,2024-02-16 02:20:00,Brute Force,6,161.144.110.171,10.0.73.252,Germany,T1499,Resolved
INC06363,2024-09-13 07:17:00,Phishing,2,211.177.198.195,10.0.129.187,Russia,T1081,Open
INC06364,2024-10-16 18:57:00,Malware,3,144.175.82.236,10.0.132.189,France,T1081,Resolved
INC06365,2024-06-03 05:45:00,DDoS,2,90.162.104.33,10.0.142.49,India,T1499,Investigating
INC06366,2024-05-28 10:00:00,DDoS,1,204.147.64.195,10.0.151.18,USA,T1110,Investigating
INC06367,2024-11-20 20:26:00,Malware,1,51.186.86.88,10.0.232.181,Japan,T1110,Open
INC06368,2024-08-07 11:25:00,Brute Force,3,131.192.11.128,10.0.87.38,Russia,T1081,Resolved
INC06369,2024-05-16 12:06:00,DDoS,6,120.246.181.72,10.0.248.142,Japan,T1081,Open
INC06370,2024-12-19 23:58:00,Phishing,3,40.24.98.123,10.0.105.252,Russia,T1059,Open
INC06371,2024-03-15 03:27:00,Brute Force,7,160.174.142.30,10.0.109.93,USA,T1059,Resolved
INC06372,2024-10-01 11:53:00,Insider Threat,10,59.0.130.169,10.0.65.1,India,T1110,Investigating
INC06373,2024-02-12 09:46:00,Insider Threat,4,5.165.248.224,10.0.199.224,Russia,T1055,Open
INC06374,2024-12-01 22:05:00,Phishing,10,156.40.169.13,10.0.108.217,China,T1110,Open
INC06375,2024-04-19 10:52:00,Malware,6,217.182.209.245,10.0.23.90,India,T1081,Open
INC06376,2024-02-07 14:47:00,Ransomware,2,252.4.135.23,10.0.246.150,Russia,T1499,Resolved
INC06377,2024-03-06 13:32:00,DDoS,4,245.171.229.4,10.0.6.76,USA,T1110,Resolved
INC06378,2024-03-12 05:47:00,Insider Threat,4,209.208.179.197,10.0.24.52,USA,T1499,Open
INC06379,2024-06-18 07:52:00,Brute Force,1,131.165.136.62,10.0.163.180,UK,T1110,Investigating
INC06380,2024-09-04 07:24:00,DDoS,4,202.152.136.192,10.0.225.233,France,T1055,Open
INC06381,2024-04-10 12:55:00,DDoS,8,154.58.131.17,10.0.180.79,Russia,T1204,Open
INC06382,2024-05-10 09:33:00,Insider Threat,8,30.239.195.131,10.0.59.203,Germany,T1204,Open
INC06383,2024-05-09 22:40:00,Ransomware,8,72.9.178.149,10.0.38.66,Brazil,T1499,Open
INC06384,2024-12-13 02:53:00,Ransomware,9,168.53.222.67,10.0.149.187,Russia,T1110,Open
INC06385,2024-04-14 16:44:00,Insider Threat,3,224.203.187.124,10.0.209.210,Canada,T1204,Investigating
INC06386,2024-09-26 08:46:00,Malware,2,12.155.59.151,10.0.184.182,Russia,T1499,Resolved
INC06387,2024-02-04 15:41:00,Brute Force,7,34.135.93.168,10.0.100.255,UK,T1055,Investigating
INC06388,2024-09-12 01:27:00,Phishing,9,196.31.240.166,10.0.143.182,Brazil,T1055,Resolved
INC06389,2024-08-07 11:29:00,Ransomware,4,38.142.14.7,10.0.199.46,France,T1204,Resolved
INC06390,2024-03-09 04:45:00,Brute Force,4,179.17.48.12,10.0.229.152,India,T1055,Resolved
INC06391,2024-08-05 04:51:00,Phishing,5,51.244.89.211,10.0.146.211,Japan,T1499,Resolved
INC06392,2024-01-04 06:23:00,Phishing,9,224.31.166.53,10.0.210.43,Canada,T1055,Investigating
INC06393,2024-10-10 00:30:00,Ransomware,9,71.12.128.144,10.0.186.148,Germany,T1110,Resolved
INC06394,2024-07-01 09:02:00,Phishing,2,122.37.77.169,10.0.228.166,Canada,T1499,Investigating
INC06395,2024-11-29 07:52:00,Insider Threat,9,131.245.135.68,10.0.52.34,India,T1055,Open
INC06396,2024-02-01 16:10:00,Brute Force,10,85.125.201.240,10.0.80.14,China,T1059,Open
INC06397,2024-06-25 19:14:00,Ransomware,8,189.17.94.186,10.0.173.188,Germany,T1566,Investigating
INC06398,2024-03-15 16:52:00,Insider Threat,6,98.225.160.1,10.0.14.236,Russia,T1499,Investigating
INC06399,2024-08-22 04:33:00,Ransomware,3,198.13.144.247,10.0.70.164,Brazil,T1566,Investigating
INC06400,2024-04-28 19:27:00,Insider Threat,3,178.145.225.77,10.0.238.65,UK,T1081,Open
INC06401,2024-03-24 21:14:00,DDoS,4,103.54.111.119,10.0.29.41,China,T1566,Resolved
INC06402,2024-01-23 05:00:00,Insider Threat,3,131.128.179.12,10.0.243.251,UK,T1081,Resolved
INC06403,2024-08-24 02:54:00,Ransomware,6,158.135.68.26,10.0.255.230,France,T1059,Open
INC06404,2024-01-02 18:36:00,Phishing,3,187.103.49.177,10.0.185.7,Japan,T1110,Resolved
INC06405,2024-07-18 03:57:00,Malware,2,38.233.5.160,10.0.196.218,UK,T1055,Resolved
INC06406,2024-07-22 06:50:00,Brute Force,10,99.202.111.226,10.0.238.248,Germany,T1499,Resolved
INC06407,2024-08-11 09:31:00,Ransomware,2,226.29.211.173,10.0.202.9,Canada,T1110,Resolved
INC06408,2024-02-03 21:18:00,Phishing,2,231.196.86.112,10.0.41.113,China,T1499,Investigating
INC06409,2024-07-28 01:26:00,Phishing,7,148.129.101.128,10.0.13.210,Russia,T1081,Open
INC06410,2024-06-16 01:12:00,Insider Threat,4,181.148.113.92,10.0.85.207,India,T1204,Resolved
INC06411,2024-05-17 09:56:00,Insider Threat,3,37.48.229.53,10.0.138.165,France,T1081,Resolved
INC06412,2024-12-26 01:12:00,Insider Threat,7,148.61.203.165,10.0.79.81,France,T1566,Investigating
INC06413,2024-09-11 15:48:00,Ransomware,1,67.123.189.103,10.0.46.145,UK,T1081,Resolved
INC06414,2024-03-12 12:21:00,Phishing,10,254.15.58.231,10.0.255.36,Canada,T1566,Resolved
INC06415,2024-10-29 10:14:00,Phishing,2,69.68.117.40,10.0.243.47,UK,T1204,Resolved
INC06416,2024-01-18 20:45:00,Brute Force,10,254.149.39.200,10.0.42.69,UK,T1059,Open
INC06417,2024-11-09 22:43:00,Insider Threat,3,127.33.21.130,10.0.204.241,USA,T1059,Investigating
INC06418,2024-03-16 11:12:00,DDoS,10,228.82.88.20,10.0.202.133,Germany,T1110,Resolved
INC06419,2024-01-12 01:41:00,Phishing,7,212.14.105.110,10.0.212.95,USA,T1566,Resolved
INC06420,2024-10-11 23:44:00,DDoS,10,110.77.87.158,10.0.178.59,India,T1081,Open
INC06421,2024-09-12 18:37:00,DDoS,10,244.15.216.230,10.0.52.110,USA,T1059,Resolved
INC06422,2024-06-09 23:33:00,Phishing,8,161.109.238.245,10.0.176.108,Russia,T1566,Resolved
INC06423,2024-01-01 19:55:00,Ransomware,3,92.210.237.168,10.0.218.140,Germany,T1110,Open
INC06424,2024-08-23 21:43:00,Ransomware,9,44.22.87.117,10.0.31.21,UK,T1055,Resolved
INC06425,2024-04-02 09:10:00,Brute Force,7,146.113.121.195,10.0.51.93,India,T1566,Open
INC06426,2024-12-07 05:45:00,Malware,9,68.25.165.44,10.0.236.90,Japan,T1566,Investigating
INC06427,2024-10-29 22:20:00,Malware,2,254.249.58.210,10.0.166.48,Canada,T1499,Investigating
INC06428,2024-06-03 21:31:00,Phishing,6,39.195.202.248,10.0.40.181,Canada,T1204,Investigating
INC06429,2024-03-21 22:05:00,Insider Threat,4,108.171.179.214,10.0.121.243,Brazil,T1059,Investigating
INC06430,2024-08-24 17:41:00,Phishing,4,183.79.175.134,10.0.23.246,China,T1081,Investigating
INC06431,2024-12-12 17:02:00,Insider Threat,7,228.76.254.230,10.0.102.30,UK,T1059,Open
INC06432,2024-07-14 14:12:00,Insider Threat,1,2.198.33.76,10.0.131.196,Russia,T1204,Open
INC06433,2024-11-15 05:18:00,Insider Threat,7,97.126.183.114,10.0.38.172,Germany,T1204,Open
INC06434,2024-06-13 00:12:00,Malware,9,83.73.0.225,10.0.177.35,Brazil,T1110,Open
INC06435,2024-10-30 03:49:00,DDoS,3,186.248.94.208,10.0.47.2,France,T1081,Resolved
INC06436,2024-08-19 09:08:00,DDoS,2,184.60.132.122,10.0.226.162,UK,T1081,Resolved
INC06437,2024-02-25 15:50:00,DDoS,6,205.115.79.111,10.0.198.109,Japan,T1059,Resolved
INC06438,2024-06-24 02:09:00,Malware,2,90.55.65.109,10.0.245.25,France,T1055,Investigating
INC06439,2024-04-16 09:14:00,Phishing,8,195.181.191.245,10.0.0.123,India,T1204,Resolved
INC06440,2024-02-12 18:02:00,Insider Threat,5,190.182.180.79,10.0.104.5,Germany,T1055,Resolved
INC06441,2024-07-03 03:04:00,Phishing,7,147.81.170.178,10.0.197.55,China,T1110,Open
INC06442,2024-07-03 10:28:00,Malware,2,90.31.148.110,10.0.159.170,Brazil,T1081,Investigating
INC06443,2024-09-01 13:06:00,DDoS,4,212.85.220.70,10.0.136.100,Russia,T1566,Resolved
INC06444,2024-11-01 09:23:00,Brute Force,1,50.132.170.96,10.0.117.156,Germany,T1059,Open
INC06445,2024-10-01 03:39:00,Phishing,1,111.19.109.29,10.0.54.136,USA,T1055,Resolved
INC06446,2024-10-11 18:32:00,Brute Force,6,120.156.76.146,10.0.38.215,Brazil,T1059,Open
INC06447,2024-03-18 08:56:00,Brute Force,7,180.202.99.88,10.0.133.196,USA,T1081,Investigating
INC06448,2024-04-20 10:38:00,DDoS,2,137.201.40.211,10.0.245.228,China,T1059,Investigating
INC06449,2024-10-31 22:05:00,Ransomware,4,13.181.39.217,10.0.89.217,USA,T1055,Investigating
INC06450,2024-06-18 10:09:00,Brute Force,7,64.160.87.193,10.0.103.153,Germany,T1110,Investigating
INC06451,2024-02-23 23:25:00,Malware,8,253.74.160.120,10.0.136.7,Russia,T1059,Investigating
INC06452,2024-06-27 22:52:00,Brute Force,2,129.26.119.41,10.0.165.54,USA,T1204,Open
INC06453,2024-08-11 22:36:00,Brute Force,9,226.45.148.165,10.0.184.78,France,T1059,Investigating
INC06454,2024-12-01 09:20:00,DDoS,2,40.145.180.94,10.0.94.243,Germany,T1110,Open
INC06455,2024-01-13 18:49:00,Brute Force,5,88.179.106.188,10.0.36.160,China,T1204,Investigating
INC06456,2024-03-15 01:56:00,DDoS,5,101.46.3.111,10.0.185.32,Germany,T1566,Investigating
INC06457,2024-06-29 15:56:00,Brute Force,1,92.228.125.219,10.0.150.171,China,T1110,Open
INC06458,2024-10-09 07:34:00,Insider Threat,3,139.122.238.125,10.0.166.245,Japan,T1204,Resolved
INC06459,2024-09-03 15:34:00,Insider Threat,9,143.193.26.116,10.0.25.229,Japan,T1055,Open
INC06460,2024-05-22 07:12:00,Insider Threat,8,172.139.156.62,10.0.176.135,France,T1499,Investigating
INC06461,2024-09-30 10:28:00,Phishing,8,114.24.242.180,10.0.201.47,Brazil,T1204,Open
INC06462,2024-02-17 15:38:00,Ransomware,8,30.12.232.171,10.0.118.5,Russia,T1081,Open
INC06463,2024-10-02 04:39:00,Insider Threat,7,111.40.156.147,10.0.67.17,Japan,T1055,Investigating
INC06464,2024-08-11 10:36:00,Brute Force,10,106.181.244.129,10.0.162.180,Germany,T1499,Resolved
INC06465,2024-02-22 01:23:00,Insider Threat,2,142.124.224.155,10.0.37.65,China,T1499,Investigating
INC06466,2024-08-06 14:13:00,Ransomware,6,61.45.38.34,10.0.163.172,Canada,T1081,Open
INC06467,2024-07-15 22:30:00,Phishing,3,10.191.149.114,10.0.205.81,Germany,T1055,Open
INC06468,2024-12-11 22:40:00,Phishing,3,9.246.196.65,10.0.170.122,UK,T1204,Open
INC06469,2024-08-05 17:17:00,DDoS,4,215.191.23.24,10.0.139.186,Brazil,T1566,Resolved
INC06470,2024-07-09 19:02:00,Brute Force,9,69.202.124.225,10.0.102.153,Russia,T1059,Resolved
INC06471,2024-03-05 12:02:00,Brute Force,6,246.175.147.153,10.0.120.185,Russia,T1059,Resolved
INC06472,2024-04-09 10:25:00,Ransomware,10,143.236.201.104,10.0.176.216,China,T1081,Open
INC06473,2024-03-20 18:37:00,Brute Force,5,116.55.248.12,10.0.112.151,USA,T1566,Investigating
INC06474,2024-09-28 04:39:00,Insider Threat,9,17.141.24.27,10.0.63.85,Russia,T1566,Open
INC06475,2024-06-19 08:08:00,Insider Threat,2,176.104.70.10,10.0.88.2,France,T1499,Investigating
INC06476,2024-05-24 02:37:00,Insider Threat,3,120.13.171.191,10.0.175.53,Canada,T1055,Investigating
INC06477,2024-05-27 04:15:00,Insider Threat,10,173.163.117.211,10.0.16.41,Canada,T1204,Investigating
INC06478,2024-07-24 14:21:00,Brute Force,10,167.81.194.119,10.0.28.52,China,T1110,Investigating
INC06479,2024-09-19 05:17:00,Brute Force,5,252.241.60.171,10.0.98.158,UK,T1499,Open
INC06480,2024-10-02 02:24:00,Phishing,7,249.164.128.147,10.0.80.123,UK,T1566,Investigating
INC06481,2024-08-30 03:30:00,DDoS,8,28.169.11.181,10.0.41.185,France,T1110,Open
INC06482,2024-01-07 03:13:00,Insider Threat,4,99.114.109.46,10.0.227.64,USA,T1055,Open
INC06483,2024-02-17 08:36:00,Ransomware,8,6.160.94.156,10.0.179.228,China,T1566,Resolved
INC06484,2024-03-25 20:11:00,Phishing,8,102.214.159.100,10.0.218.67,Canada,T1499,Open
INC06485,2024-04-04 04:41:00,Malware,1,208.154.41.60,10.0.189.234,UK,T1055,Open
INC06486,2024-06-21 00:45:00,Malware,8,159.143.60.217,10.0.126.53,Russia,T1204,Resolved
